# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
55.7648127788092296	U               	(-5.56327935e-01 -2.11182140e+00 -8.41328682e-19)	(2.55682854e+00 1.04815715e-01 -1.09856287e-17)	(3.26747155e+00 1.41124626e+00 4.97585256e-19)	(-6.00160859e-01 1.40762787e+00 0.00000000e+00)
55.7648127788092296	p               	-8.41632671e+00	(3.55858011e-01 9.39341109e-01 0.00000000e+00)	2.17395584e+00	(-1.61004155e+00 -4.31212737e-01 -2.71127581e-17)
55.7824328322886203	U               	(-5.93413933e-01 -2.23262344e+00 -1.11365333e-18)	(2.44950355e+00 9.98394859e-02 0.00000000e+00)	(3.15993015e+00 1.53349891e+00 6.36668108e-19)	(-6.92999261e-01 1.36257087e+00 0.00000000e+00)
55.7824328322886203	p               	-8.47089241e+00	(3.71707075e-01 9.39341108e-01 1.35964756e-17)	2.17726381e+00	(-1.59418796e+00 -4.31212854e-01 1.27761425e-17)
55.8001848502476534	U               	(1.00518932e+00 -2.09943147e+00 -2.17814098e-18)	(2.61940365e+00 7.60821372e-01 3.17254183e-17)	(3.86441631e+00 9.92801467e-01 1.49999424e-18)	(-2.49259858e-01 1.66645733e+00 0.00000000e+00)
55.8001848502476534	p               	-8.52488368e+00	(3.87676505e-01 9.39341111e-01 4.23550723e-17)	2.17991067e+00	(-1.57839323e+00 -4.31212695e-01 -4.22114579e-17)
55.8180757740352647	U               	(-1.71783705e-01 -2.43698384e+00 -3.56403471e-18)	(2.34949587e+00 2.84582783e-01 0.00000000e+00)	(3.87424973e+00 9.91074928e-01 1.07713902e-18)	(-2.33083919e-01 1.66645729e+00 0.00000000e+00)
55.8180757740352647	p               	-8.57720999e+00	(4.03775795e-01 9.39341110e-01 -1.35966827e-17)	2.18219890e+00	(-1.56232583e+00 -4.31212842e-01 0.00000000e+00)
55.8361114355801433	U               	(-4.05024054e-01 -2.01045595e+00 -1.53932473e-18)	(2.74730418e+00 1.09976716e-01 3.18913355e-17)	(4.03767087e+00 5.17030405e-01 9.72143011e-19)	(5.02737990e-02 1.86775807e+00 -3.11961537e-17)
55.8361114355801433	p               	-8.62872713e+00	(4.20005165e-01 9.39341113e-01 0.00000000e+00)	2.18532064e+00	(-1.54624034e+00 -4.31212701e-01 -2.63068367e-17)
55.8542988414416683	U               	(-2.69813027e-01 -2.36903571e+00 -2.51291283e-18)	(2.15754954e+00 2.57367832e-01 -2.55250388e-17)	(3.46541170e+00 1.41692512e+00 1.11087143e-18)	(-5.51610637e-01 1.49026154e+00 0.00000000e+00)
55.8542988414416683	p               	-8.67909416e+00	(4.36374018e-01 9.39341112e-01 -1.51618018e-17)	2.18776695e+00	(-1.52991386e+00 -4.31212846e-01 -2.78653686e-17)
55.8726437702363725	U               	(-7.26180407e-01 -2.21126745e+00 -1.44153211e-18)	(2.07841829e+00 8.16549234e-02 0.00000000e+00)	(3.32199216e+00 1.52353587e+00 1.22507800e-18)	(-6.50465713e-01 1.44256242e+00 0.00000000e+00)
55.8726437702363725	p               	-8.72788055e+00	(4.52882554e-01 9.39341112e-01 0.00000000e+00)	2.19027796e+00	(-1.51357877e+00 -4.31212699e-01 -2.70716916e-17)
55.8911531771560419	U               	(5.51954245e-01 -2.30237321e+00 -2.99348601e-18)	(2.62372893e+00 5.21080627e-01 -1.17512089e-17)	(3.89426034e+00 8.98116559e-01 8.59445155e-19)	(-1.80547206e-01 1.76031028e+00 2.23075768e-17)
55.8911531771560419	p               	-8.77569666e+00	(4.69539440e-01 9.39341111e-01 -2.79767082e-17)	2.19219071e+00	(-1.49696678e+00 -4.31212845e-01 1.35344666e-17)
55.9098325264237346	U               	(1.40837391e-01 -2.07273036e+00 -2.62341947e-18)	(2.79745868e+00 3.29315711e-01 3.11042470e-17)	(3.66319439e+00 1.23310040e+00 8.67849511e-19)	(-4.09797644e-01 1.61643181e+00 -1.25163183e-17)
55.9098325264237346	p               	-8.82335948e+00	(4.86344803e-01 9.39341113e-01 2.79772388e-17)	2.19438259e+00	(-1.48032282e+00 -4.31212720e-01 0.00000000e+00)
55.9286885804231488	U               	(-5.86145126e-01 -2.39054320e+00 -2.19170547e-18)	(2.23464075e+00 8.59553226e-02 -1.70738526e-17)	(3.84236552e+00 8.59536150e-01 1.14719536e-18)	(2.32713012e-03 1.58478830e+00 -2.75107687e-17)
55.9286885804231488	p               	-8.86948160e+00	(5.03306614e-01 9.39341112e-01 2.64124940e-17)	2.19648429e+00	(-1.46344845e+00 -4.31212769e-01 0.00000000e+00)
55.9477268424704093	U               	(-5.55533086e-01 -2.40897308e+00 -1.64658197e-18)	(2.25135242e+00 8.59554361e-02 1.70819471e-17)	(3.86835448e+00 6.80084186e-01 1.77306185e-18)	(1.43902560e-01 1.58478835e+00 2.83218761e-17)
55.9477268424704093	p               	-8.91464254e+00	(5.20425830e-01 9.39341114e-01 -7.82446484e-19)	2.19877975e+00	(-1.44647094e+00 -4.31212636e-01 1.43005901e-17)
55.9669532549446842	U               	(1.16091868e-01 -2.43610440e+00 -1.43913952e-18)	(2.59807941e+00 2.98953164e-01 0.00000000e+00)	(3.49495677e+00 1.12419111e+00 1.28585023e-18)	(-1.92430125e-01 1.47090560e+00 0.00000000e+00)
55.9669532549446842	p               	-8.95980156e+00	(5.37709080e-01 9.39341113e-01 -1.43802698e-17)	2.20001046e+00	(-1.42926104e+00 -4.31212678e-01 0.00000000e+00)
55.9863733560400618	U               	(1.12041850e+00 -2.29358388e+00 -3.54253933e-18)	(2.65874253e+00 7.25098867e-01 0.00000000e+00)	(3.96409244e+00 9.67741899e-01 1.24680985e-18)	(-8.30728347e-02 1.66645749e+00 2.43602711e-17)
55.9863733560400618	p               	-9.00258289e+00	(5.55157138e-01 9.39341116e-01 0.00000000e+00)	2.20229346e+00	(-1.41197737e+00 -4.31212536e-01 -1.35112755e-17)
56.0059928480476685	U               	(-4.61267364e-01 -2.46490557e+00 -1.75897781e-18)	(2.30276739e+00 8.59551916e-02 0.00000000e+00)	(3.71405544e+00 1.22853394e+00 5.15536523e-19)	(-3.24054570e-01 1.61643184e+00 2.50214089e-17)
56.0059928480476685	p               	-9.04605821e+00	(5.72776196e-01 9.39341115e-01 1.35981797e-17)	2.20426803e+00	(-1.39443023e+00 -4.31212602e-01 2.77981046e-17)
56.0258163542720382	U               	(-5.32503691e-01 -2.18527600e+00 -1.45310531e-18)	(2.78487639e+00 -1.04814347e-01 1.18313134e-17)	(3.55820155e+00 1.42140513e+00 3.83333925e-19)	(-3.98646068e-01 1.49026168e+00 0.00000000e+00)
56.0258163542720382	p               	-9.08661789e+00	(5.90566012e-01 9.39341118e-01 0.00000000e+00)	2.20482542e+00	(-1.37685854e+00 -4.31212458e-01 0.00000000e+00)
56.0458489698715283	U               	(-6.81000943e-01 -2.42166168e+00 -1.31985509e-18)	(2.44779675e+00 -9.04140808e-02 -2.29670678e-17)	(3.73529682e+00 1.22563098e+00 1.46383799e-18)	(-2.88662160e-01 1.61643186e+00 0.00000000e+00)
56.0458489698715283	p               	-9.12504175e+00	(6.08532236e-01 9.39341118e-01 0.00000000e+00)	2.20582511e+00	(-1.35894340e+00 -4.31212578e-01 -1.42796495e-17)
56.0660947423024538	U               	(-2.99052986e-01 -2.55450410e+00 -1.18509959e-18)	(2.46530175e+00 9.04156664e-02 -5.31082779e-17)	(3.74591372e+00 1.22407295e+00 8.41040620e-19)	(-2.70859918e-01 1.61643190e+00 0.00000000e+00)
56.0660947423024538	p               	-9.16413792e+00	(6.26673386e-01 9.39341117e-01 1.35988660e-17)	2.20697128e+00	(-1.34101084e+00 -4.31212380e-01 0.00000000e+00)
56.0865571155360811	U               	(-2.66452956e-01 -2.57020648e+00 -3.08759240e-18)	(2.48342677e+00 9.04154180e-02 0.00000000e+00)	(3.75701702e+00 1.22216951e+00 1.79760143e-18)	(-2.52575068e-01 1.61643184e+00 0.00000000e+00)
56.0865571155360811	p               	-9.20199402e+00	(6.44993665e-01 9.39341117e-01 0.00000000e+00)	2.20925480e+00	(-1.28449695e+00 -5.49829893e-01 2.77574263e-17)
56.1072379086334436	U               	(3.30667113e-01 -2.32283576e+00 -2.58720718e-18)	(2.84179419e+00 3.13857228e-01 -1.10540537e-17)	(3.70936902e+00 1.11904278e+00 7.50024285e-19)	(-2.62354945e-01 1.70757902e+00 0.00000000e+00)
56.1072379086334436	p               	-9.24016254e+00	(6.63489826e-01 9.39341118e-01 0.00000000e+00)	2.21163551e+00	(-1.26621873e+00 -5.49829729e-01 1.34803642e-17)
56.1281393644581854	U               	(-6.74846070e-01 -2.40311508e+00 -1.28307918e-18)	(2.30403438e+00 -8.16536786e-02 0.00000000e+00)	(4.00703496e+00 8.53229871e-01 1.39838157e-18)	(2.95398213e-02 1.76031042e+00 -7.80155991e-19)
56.1281393644581854	p               	-9.27538376e+00	(6.82164906e-01 9.39341113e-01 -2.71987898e-17)	2.21493826e+00	(-1.24764233e+00 -5.49829847e-01 -1.34772054e-17)
56.1492615077280917	U               	(1.95894359e-01 -2.64652654e+00 -2.79045809e-18)	(2.41660270e+00 2.57367386e-01 -2.49168372e-17)	(4.05211148e+00 6.05360422e-01 1.02796467e-18)	(1.80677627e-01 1.86775820e+00 -2.05058930e-17)
56.1492615077280917	p               	-9.31073105e+00	(7.01013469e-01 9.39341111e-01 -7.82446285e-19)	2.21738059e+00	(-1.22895169e+00 -5.49829858e-01 1.42523735e-17)
56.170604085480214	U               	(-3.26259624e-01 -2.25712037e+00 -1.20457166e-18)	(2.90999245e+00 -1.04814712e-01 -1.18748603e-17)	(3.48454142e+00 1.54459797e+00 2.58755685e-18)	(-3.84992451e-01 1.44256245e+00 1.35972573e-17)
56.170604085480214	p               	-9.34433132e+00	(7.20035767e-01 9.39341106e-01 0.00000000e+00)	2.21992666e+00	(-1.21006638e+00 -5.49829898e-01 0.00000000e+00)
56.1921642039752243	U               	(-2.15385503e-01 -2.54057405e+00 -4.13852949e-18)	(2.35984109e+00 8.16543848e-02 0.00000000e+00)	(3.42490777e+00 1.32419258e+00 1.28540489e-18)	(-4.48234453e-01 1.61157301e+00 2.20751845e-17)
56.1921642039752243	p               	-9.37895519e+00	(7.39223440e-01 9.39341106e-01 -1.43823822e-17)	2.22279375e+00	(-1.19103442e+00 -5.49829880e-01 1.34617707e-17)
56.2139384768002728	U               	(-6.54153897e-02 -2.66228885e+00 -1.81033786e-18)	(2.59433391e+00 9.04151587e-02 -1.43328460e-17)	(4.07486030e+00 5.86759800e-01 2.00616839e-18)	(2.37947864e-01 1.86775816e+00 0.00000000e+00)
56.2139384768002728	p               	-9.41177096e+00	(7.58573949e-01 9.39341104e-01 -2.71999427e-17)	2.22543827e+00	(-1.17187867e+00 -5.49829927e-01 1.42359226e-17)
56.2359208561198045	U               	(-4.47798478e-01 -2.57835595e+00 -1.88078481e-18)	(2.50365217e+00 -8.59537681e-02 -3.28260395e-17)	(4.19725625e+00 7.37180711e-01 1.71005839e-18)	(2.69554028e-01 1.67569197e+00 -1.18275227e-17)
56.2359208561198045	p               	-9.44582751e+00	(8.50427883e-01 9.02460172e-01 0.00000000e+00)	2.22712384e+00	(-1.24035094e+00 -5.81454335e-01 1.30909069e-17)
56.2580980375478177	U               	(5.42531577e-02 -2.61358617e+00 -2.43893174e-18)	(2.74602985e+00 9.50415186e-02 -1.39516421e-17)	(3.69238101e+00 9.98968967e-01 2.05703915e-18)	(-1.58100267e-01 1.80211307e+00 -3.08435352e-17)
56.2580980375478177	p               	-9.48416707e+00	(8.70070778e-01 9.02460169e-01 0.00000000e+00)	2.22891299e+00	(-1.22076349e+00 -5.81454446e-01 0.00000000e+00)
56.2804551919369445	U               	(-1.99584938e-02 -2.70505600e+00 -1.31311178e-18)	(2.54255853e+00 8.59552408e-02 -7.82243311e-18)	(3.75598699e+00 1.09109445e+00 2.54419773e-18)	(8.59282249e-02 1.47090580e+00 7.80738317e-19)
56.2804551919369445	p               	-9.52391863e+00	(8.89834070e-01 9.02460175e-01 0.00000000e+00)	2.23159251e+00	(-1.20137287e+00 -5.81454417e-01 0.00000000e+00)
56.3029819862823686	U               	(6.90263965e-02 -2.71552867e+00 -1.75825868e-18)	(2.67154440e+00 9.04155848e-02 1.43605474e-17)	(3.72873134e+00 1.41669682e+00 1.41472212e-18)	(-1.53187563e-01 1.49026178e+00 0.00000000e+00)
56.3029819862823686	p               	-9.56482437e+00	(9.09709790e-01 9.02460172e-01 0.00000000e+00)	2.23311997e+00	(-1.18158825e+00 -5.81454513e-01 0.00000000e+00)
56.3256652136255482	U               	(-1.47065561e-01 -2.44770227e+00 -2.39302287e-18)	(2.92135573e+00 -9.98382469e-02 -6.44987612e-17)	(3.88429798e+00 1.26432197e+00 2.46016249e-18)	(-1.47816310e-02 1.52855047e+00 -1.44115420e-17)
56.3256652136255482	p               	-9.60368795e+00	(9.29679945e-01 9.02460173e-01 -1.36079912e-17)	2.23500521e+00	(-1.16174444e+00 -5.81454334e-01 2.38061138e-17)
56.3484901012360169	U               	(-7.14298710e-01 -2.39851104e+00 -1.23534988e-18)	(2.67193490e+00 -4.49458723e-01 0.00000000e+00)	(3.56460636e+00 1.44412067e+00 7.36007609e-19)	(-2.68941355e-01 1.52552643e+00 1.24427109e-17)
56.3484901012360169	p               	-9.63988017e+00	(9.49731765e-01 9.02460174e-01 -7.82378301e-19)	2.23627740e+00	(-1.14181912e+00 -5.81454339e-01 0.00000000e+00)
56.3714397375892133	U               	(-4.02124885e-01 -2.48365307e+00 -1.15081436e-18)	(2.83062580e+00 -2.84581196e-01 0.00000000e+00)	(3.60442859e+00 1.55177108e+00 4.07763986e-18)	(-2.08622639e-01 1.44256261e+00 -1.43584890e-17)
56.3714397375892133	p               	-9.67599662e+00	(9.69844159e-01 9.02460173e-01 -7.82378192e-19)	2.23813796e+00	(-1.12188089e+00 -5.81454205e-01 7.80446592e-19)
56.394496424125812	U               	(-1.97868486e-01 -2.70240260e+00 -1.59612567e-18)	(2.64132402e+00 -8.59536388e-02 0.00000000e+00)	(3.54116910e+00 1.59496739e+00 1.15169953e-18)	(-1.49553729e-01 1.36257109e+00 0.00000000e+00)
56.394496424125812	p               	-9.71219898e+00	(9.90002521e-01 9.02460173e-01 0.00000000e+00)	2.23996936e+00	(-1.10177598e+00 -5.81454358e-01 2.45674853e-17)
56.417639158327006	U               	(-3.92570416e-01 -2.57847415e+00 -9.36842906e-19)	(2.75767402e+00 -2.70725587e-01 0.00000000e+00)	(3.45287042e+00 1.20546041e+00 1.53634764e-18)	(-2.95386531e-01 1.70081715e+00 1.04833737e-17)
56.417639158327006	p               	-9.74729775e+00	(1.01018092e+00 9.02460172e-01 0.00000000e+00)	2.24031027e+00	(-1.08186851e+00 -5.81454275e-01 0.00000000e+00)
56.4408479450917042	U               	(-4.74514982e-01 -2.58852448e+00 -1.99141303e-18)	(2.56436982e+00 -2.44485426e-01 0.00000000e+00)	(3.96360447e+00 1.25229746e+00 5.11917807e-19)	(8.55048311e-02 1.52855045e+00 0.00000000e+00)
56.4408479450917042	p               	-9.79093796e+00	(1.09959203e+00 8.60004263e-01 0.00000000e+00)	2.24241477e+00	(-1.06173148e+00 -5.81454446e-01 0.00000000e+00)
56.4640999688593865	U               	(-3.58910174e-03 -2.61499371e+00 -3.13133466e-18)	(2.92210953e+00 -9.50397455e-02 0.00000000e+00)	(3.59361147e+00 1.60347854e+00 2.68121762e-18)	(-8.93866445e-02 1.36257113e+00 3.67069931e-17)
56.4640999688593865	p               	-9.83792615e+00	(1.11975392e+00 8.60004264e-01 2.72435279e-17)	2.24256800e+00	(-9.91447288e-01 -7.03226211e-01 1.14957124e-17)
56.487374308571539	U               	(-6.28047743e-02 -2.75878439e+00 -1.09566010e-18)	(2.72037613e+00 -8.59533659e-02 0.00000000e+00)	(3.76285931e+00 1.44377662e+00 2.79664746e-18)	(3.95380634e-02 1.40762814e+00 0.00000000e+00)
56.487374308571539	p               	-9.88284808e+00	(1.13987710e+00 8.60004264e-01 0.00000000e+00)	2.24466086e+00	(-9.71366525e-01 -7.03226153e-01 2.29893332e-17)
56.5106484972343424	U               	(1.55001115e-02 -2.72380205e+00 -1.43440970e-18)	(2.84868839e+00 -9.04137221e-02 2.31972374e-17)	(3.86020910e+00 1.40892372e+00 2.31588048e-18)	(2.66798878e-02 1.49026190e+00 0.00000000e+00)
56.5106484972343424	p               	-9.92703053e+00	(1.15993598e+00 8.60004264e-01 0.00000000e+00)	2.24625660e+00	(-9.51712937e-01 -7.03226096e-01 2.45291259e-17)
56.533901712809481	U               	(3.81786908e-01 -2.67659234e+00 -2.88127170e-18)	(2.98158477e+00 9.50421820e-02 0.00000000e+00)	(3.94201333e+00 5.87624228e-01 2.81608864e-18)	(3.52951482e-01 1.95860833e+00 0.00000000e+00)
56.533901712809481	p               	-9.97138411e+00	(1.17991525e+00 8.60004266e-01 1.44044733e-17)	2.24772070e+00	(-9.31723070e-01 -7.03226071e-01 -4.90589537e-17)
56.5571126729122469	U               	(-2.13953588e-02 -2.78296807e+00 -1.26346541e-18)	(2.67408191e+00 -8.16528746e-02 0.00000000e+00)	(3.88858148e+00 1.40703843e+00 2.32669353e-18)	(6.62402641e-02 1.49026192e+00 0.00000000e+00)
56.5571126729122469	p               	-1.00144961e+01	(1.19978944e+00 8.60004267e-01 2.80275756e-17)	2.24881662e+00	(-9.12121415e-01 -7.03225916e-01 2.37337370e-17)
56.5802630324817599	U               	(5.66123167e-02 -2.80409836e+00 -1.95390282e-18)	(2.79891343e+00 -8.59533298e-02 0.00000000e+00)	(3.34778657e+00 1.29540189e+00 1.01092800e-18)	(-2.87502608e-01 1.63379313e+00 -9.67262037e-18)
56.5802630324817599	p               	-1.00577184e+01	(1.21954641e+00 8.60004267e-01 1.36225695e-17)	2.25050352e+00	(-8.92414209e-01 -7.03225946e-01 1.22559524e-17)
56.6033334926129612	U               	(8.31859687e-02 -2.81372751e+00 -1.33814043e-18)	(2.81809983e+00 -8.59535496e-02 1.57416566e-17)	(3.68395663e+00 1.43631098e+00 2.07408711e-18)	(-5.06382113e-02 1.52552653e+00 0.00000000e+00)
56.6033334926129612	p               	-1.01073907e+01	(1.30483808e+00 8.12236332e-01 -1.44232611e-17)	2.25140023e+00	(-8.72982199e-01 -7.03225814e-01 0.00000000e+00)
56.6263089072303742	U               	(-1.57599388e-01 -2.72564642e+00 -1.48080714e-18)	(2.82608024e+00 -2.57366035e-01 -7.79622479e-19)	(3.92980267e+00 1.40369869e+00 2.18266093e-18)	(1.24930313e-01 1.49026189e+00 0.00000000e+00)
56.6263089072303742	p               	-1.01598778e+01	(1.32430538e+00 8.12236332e-01 -4.09227394e-17)	2.25229693e+00	(-8.53504837e-01 -7.03225873e-01 -2.37214313e-17)
56.6491739822726572	U               	(-8.13721118e-02 -2.68275681e+00 -1.06830255e-18)	(2.95311526e+00 -2.70725410e-01 0.00000000e+00)	(4.04431040e+00 1.14321934e+00 5.86472659e-19)	(2.35143683e-01 1.61643225e+00 1.56082211e-18)
56.6491739822726572	p               	-1.02095875e+01	(1.34360462e+00 8.12236333e-01 -1.36412531e-17)	2.25249903e+00	(-8.34319678e-01 -7.03225684e-01 1.14667104e-17)
56.6719171791568499	U               	(-4.28994358e-01 -2.55247087e+00 -1.27638419e-18)	(2.63575277e+00 -3.85263014e-01 2.95490959e-17)	(3.77592801e+00 1.55569840e+00 2.41537518e-18)	(4.80221952e-02 1.44256267e+00 -2.78926084e-17)
56.6719171791568499	p               	-1.02600305e+01	(1.36272919e+00 8.12236333e-01 0.00000000e+00)	2.25302004e+00	(-8.15277360e-01 -7.03225781e-01 -1.22454549e-17)
56.6945257387932244	U               	(4.13866595e-01 -2.94452269e+00 -1.93051824e-18)	(2.78959064e+00 8.16550332e-02 0.00000000e+00)	(3.52861025e+00 1.55083067e+00 1.55455486e-18)	(-9.16098332e-02 1.46544139e+00 -4.87859477e-17)
56.6945257387932244	p               	-1.03105476e+01	(1.38166327e+00 8.12236333e-01 0.00000000e+00)	2.25288211e+00	(-7.96455374e-01 -7.03225594e-01 2.52641186e-17)
56.716990294450369	U               	(-6.47136067e-03 -2.70175214e+00 -1.02158962e-18)	(3.00950493e+00 -2.70725057e-01 0.00000000e+00)	(4.13769550e+00 1.22523736e+00 9.74958809e-19)	(3.19338112e-01 1.52855068e+00 -2.64431211e-17)
56.716990294450369	p               	-1.03605965e+01	(1.40040301e+00 8.12236333e-01 0.00000000e+00)	2.25291973e+00	(-7.77802516e-01 -7.03225696e-01 4.81795515e-17)
56.7393030294063294	U               	(-2.91924803e-02 -2.76809230e+00 -1.88651089e-18)	(2.91956959e+00 -2.57365702e-01 0.00000000e+00)	(3.96339814e+00 1.46144159e+00 8.49812997e-19)	(2.52019380e-01 1.40762830e+00 -2.96916550e-17)
56.7393030294063294	p               	-1.04094194e+01	(1.41893743e+00 8.12236333e-01 0.00000000e+00)	2.25221337e+00	(-7.59399524e-01 -7.03225689e-01 -4.81660171e-17)
56.7614593476610025	U               	(2.70608121e-01 -2.78259229e+00 -3.18321350e-18)	(3.05822107e+00 -9.04136835e-02 0.00000000e+00)	(4.00355334e+00 1.39834743e+00 3.70359622e-19)	(2.37526123e-01 1.49026196e+00 0.00000000e+00)
56.7614593476610025	p               	-1.04595007e+01	(1.43726597e+00 8.12236332e-01 0.00000000e+00)	2.25171235e+00	(-7.41056619e-01 -7.03225737e-01 0.00000000e+00)
56.7834549581232224	U               	(4.09730399e-01 -2.96297464e+00 -3.72466804e-18)	(2.76139357e+00 7.75084916e-02 -5.00020543e-17)	(3.93684585e+00 1.28612316e+00 1.36340452e-18)	(2.21133384e-01 1.57596622e+00 0.00000000e+00)
56.7834549581232224	p               	-1.05082897e+01	(1.45538076e+00 8.12236332e-01 1.28597301e-17)	2.25143560e+00	(-7.23067582e-01 -7.03225688e-01 1.14533189e-17)
56.8052883538275637	U               	(9.73812434e-02 -2.76595588e+00 -1.87495361e-18)	(2.68167092e+00 -7.35087207e-02 -3.22575563e-17)	(3.84156952e+00 1.55509179e+00 1.59087547e-18)	(1.58294183e-01 1.44256271e+00 2.78827461e-17)
56.8052883538275637	p               	-1.05616834e+01	(1.53500071e+00 7.59452240e-01 -1.44473005e-17)	2.24960699e+00	(-7.05210614e-01 -7.03225698e-01 3.51372160e-17)
56.8269576852938627	U               	(1.71120698e-01 -2.89360559e+00 -1.64838527e-18)	(2.79700329e+00 -7.75066825e-02 7.79836321e-19)	(3.77295980e+00 1.42726235e+00 3.28391795e-18)	(1.34797943e-01 1.52552662e+00 1.24082956e-17)
56.8269576852938627	p               	-1.06164224e+01	(1.55269015e+00 7.59452240e-01 0.00000000e+00)	2.25000459e+00	(-6.87608610e-01 -7.03225538e-01 0.00000000e+00)
56.8484641779372168	U               	(1.52344482e-02 -2.82627333e+00 -1.01910236e-18)	(2.90464631e+00 -2.44485511e-01 0.00000000e+00)	(3.86986181e+00 1.45856279e+00 1.09590608e-18)	(3.72944952e-01 1.32795528e+00 0.00000000e+00)
56.8484641779372168	p               	-1.06705308e+01	(1.57016796e+00 7.59452240e-01 0.00000000e+00)	2.24896673e+00	(-6.70118811e-01 -7.03225575e-01 -2.36804082e-17)
56.869808459162833	U               	(1.64009492e-01 -2.64496946e+00 -1.30896832e-18)	(3.24535617e+00 -2.84581053e-01 0.00000000e+00)	(4.05640073e+00 1.46994452e+00 3.59401997e-19)	(3.58607623e-01 1.40762838e+00 0.00000000e+00)
