# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
54.6531255351286589	U               	(-8.91704204e-01 -1.42565257e+00 -5.96073310e-18)	(1.70065372e+00 5.46749636e-01 -2.07071823e-17)	(3.26874112e+00 1.14665326e+00 4.45009752e-19)	(2.06769060e+00 -1.46739633e+00 4.23186505e-17)
54.6531255351286589	p               	-5.82772872e+00	(7.59354808e-01 8.26685944e-01 -3.79248977e-17)	2.16130642e+00	(-2.43927595e+00 -5.55685280e-02 5.00574594e-17)
54.6784151432303602	U               	(1.11584513e-01 -1.50928234e+00 -2.50605150e-18)	(1.67042539e+00 7.60821493e-01 -1.07340212e-17)	(3.54193447e+00 4.70579687e-01 5.51027872e-19)	(1.46768131e+00 -2.03578143e+00 -3.47885600e-17)
54.6784151432303602	p               	-5.89325042e+00	(7.78943018e-01 8.26686113e-01 0.00000000e+00)	2.15449536e+00	(-2.41968916e+00 -5.55686855e-02 -7.80843769e-19)
54.7029639124921943	U               	(-8.26460513e-01 -1.47254635e+00 -2.18286499e-18)	(1.73858590e+00 5.46749784e-01 0.00000000e+00)	(3.26400604e+00 1.14882603e+00 4.25532315e-19)	(2.10563259e+00 -1.46739666e+00 0.00000000e+00)
54.7029639124921943	p               	-5.95345825e+00	(7.97825022e-01 8.26686028e-01 2.88463772e-17)	2.14933454e+00	(-2.40067063e+00 -5.55685319e-02 0.00000000e+00)
54.7268305747146471	U               	(3.30868528e-01 -1.41334581e+00 -4.70236143e-18)	(1.83702977e+00 7.97872764e-01 1.98932634e-17)	(3.19924569e+00 4.78552659e-01 2.09830937e-18)	(2.47601180e+01 1.08228958e-01 -1.08012341e-17)
54.7268305747146471	p               	-6.00519997e+00	(8.16676751e-01 8.26686126e-01 -3.79363837e-17)	2.14418001e+00	(-2.38189084e+00 -5.55686534e-02 3.28371938e-17)
54.7500666694610132	U               	(-5.99350015e-01 -1.16687387e+00 -1.66601596e-18)	(1.14555768e+00 5.94557015e-01 0.00000000e+00)	(3.17406937e+00 1.30424427e+00 8.59612836e-19)	(2.35355325e+00 -1.46669226e+00 0.00000000e+00)
54.7500666694610132	p               	-6.05577557e+00	(8.34750029e-01 8.26685852e-01 1.81940731e-17)	2.13890929e+00	(-2.36360385e+00 -5.55684345e-02 -5.00240326e-17)
54.7727208427932268	U               	(1.26963909e+00 -1.54496809e+00 -2.41441633e-18)	(1.80270681e+00 1.01733823e+00 3.97636908e-17)	(3.17433868e+00 1.30680273e+00 1.71100872e-19)	(2.37227583e+00 -1.46669181e+00 0.00000000e+00)
54.7727208427932268	p               	-6.10089805e+00	(8.52877457e-01 8.26685962e-01 0.00000000e+00)	2.13449918e+00	(-2.34556735e+00 -5.55685081e-02 1.71985009e-17)
54.7948355062453274	U               	(-1.55597875e+00 -1.56878353e+00 -1.72172133e-18)	(1.71435419e+00 3.13857758e-01 2.33078112e-17)	(3.60526362e+00 3.59768110e-01 6.42434281e-19)	(-3.85785077e-01 1.90015843e+00 -1.80583537e-17)
54.7948355062453274	p               	-6.15065258e+00	(7.78973875e-01 7.84022450e-01 0.00000000e+00)	2.12990536e+00	(-2.32797383e+00 -5.55683852e-02 -3.28269882e-17)
54.816451274908303	U               	(-9.29935549e-01 -1.66740982e+00 -2.91705303e-18)	(1.57908639e+00 4.96331466e-01 1.25983431e-17)	(3.44444999e+00 9.95436656e-01 1.03017288e-18)	(2.07383131e+00 -1.66790917e+00 3.07907839e-17)
54.816451274908303	p               	-6.20338060e+00	(8.52639115e-01 6.48272588e-01 0.00000000e+00)	2.12563282e+00	(-2.31058761e+00 -5.55684658e-02 0.00000000e+00)
54.83760433042454	U               	(-8.90961338e-02 -1.73641248e+00 -5.62697306e-18)	(1.55036898e+00 6.90656568e-01 1.25893606e-17)	(3.17614488e+00 1.31152607e+00 2.84953429e-19)	(2.42313142e+00 -1.46669272e+00 1.38911167e-17)
54.83760433042454	p               	-6.25362452e+00	(8.69458377e-01 6.48272454e-01 -3.06340002e-17)	2.12230280e+00	(-2.29359375e+00 -5.55683553e-02 0.00000000e+00)
54.8583302629201697	U               	(1.06240206e-01 -1.77090141e+00 -1.61240677e-18)	(1.68751862e+00 7.25099338e-01 0.00000000e+00)	(3.31822118e+00 3.13582900e-01 1.64233200e-18)	(2.47886538e+01 1.08228983e-01 -3.17882529e-17)
54.8583302629201697	p               	-6.29912413e+00	(8.86380410e-01 6.48272579e-01 -1.07294084e-17)	2.11858580e+00	(-2.27679376e+00 -5.55685266e-02 7.81620433e-18)
54.878660376553924	U               	(-4.41201405e-02 -1.78216611e+00 -5.33095946e-18)	(1.58352553e+00 6.90656595e-01 0.00000000e+00)	(3.38885563e+00 7.25106010e-01 4.10856770e-19)	(2.04700027e+00 -2.03546543e+00 -1.69536452e-17)
54.878660376553924	p               	-6.33917624e+00	(9.02717036e-01 6.48272463e-01 0.00000000e+00)	2.11526634e+00	(-2.26030782e+00 -5.55684018e-02 -1.56287222e-17)
54.8986254102067051	U               	(4.64449032e-01 -1.54883014e+00 -3.21319141e-18)	(1.97350525e+00 7.97873112e-01 1.83567327e-17)	(3.17603754e+00 1.31556042e+00 2.87909236e-19)	(2.47286511e+00 -1.46669262e+00 2.85587475e-17)
54.8986254102067051	p               	-6.37698678e+00	(9.19094302e-01 6.48272568e-01 9.95166924e-18)	2.11219555e+00	(-2.24398018e+00 -5.55685529e-02 2.50065476e-17)
54.9182525756695412	U               	(1.02015729e+00 -1.85899939e+00 -1.22682480e-18)	(1.67192238e+00 9.24548678e-01 0.00000000e+00)	(3.26694026e+00 9.61071438e-01 9.26820080e-19)	(-1.16510172e+00 1.73946567e+00 1.07642783e-17)
54.9182525756695412	p               	-6.41138573e+00	(9.35119890e-01 6.48272449e-01 0.00000000e+00)	2.10905625e+00	(-2.22793387e+00 -5.55683788e-02 0.00000000e+00)
54.9375672310924941	U               	(-1.14745486e+00 -1.43068608e+00 -2.17268248e-18)	(2.09118553e+00 3.45349158e-01 -3.83796480e-17)	(3.24955422e+00 1.20380179e+00 3.99531913e-19)	(-1.23245071e+00 1.52854932e+00 1.36972591e-17)
54.9375672310924941	p               	-6.44489900e+00	(8.60146878e-01 6.14254227e-01 3.42180170e-17)	2.10595761e+00	(-2.21199704e+00 -5.55685162e-02 0.00000000e+00)
54.956592436084712	U               	(-1.63124085e+00 -1.54878192e+00 -1.06191324e-18)	(1.85928978e+00 1.04815533e-01 -7.79391811e-19)	(3.17474983e+00 1.31827312e+00 1.42049511e-19)	(2.52033699e+00 -1.46669305e+00 -1.31263573e-17)
54.956592436084712	p               	-6.48303668e+00	(8.75815143e-01 6.14254105e-01 -1.16671215e-17)	2.10354088e+00	(-2.19632021e+00 -5.55683618e-02 -2.49989036e-17)
54.9753507279275979	U               	(2.25435412e-01 -1.88469608e+00 -4.10922895e-18)	(1.78313871e+00 7.25099251e-01 3.41120190e-17)	(3.34592034e+00 1.04582796e+00 1.88065067e-19)	(-1.09852376e+00 1.64666002e+00 0.00000000e+00)
54.9753507279275979	p               	-6.51740929e+00	(8.91421801e-01 6.14254168e-01 1.08860602e-17)	2.10297643e+00	(-2.17269504e+00 -1.66357670e-01 3.27633248e-17)
54.9938621213808716	U               	(-5.55765103e-01 -1.80616766e+00 -4.07417042e-18)	(1.84593075e+00 5.21080748e-01 1.16439687e-17)	(3.40455858e+00 4.04310770e-01 1.59790818e-18)	(-3.00247750e-01 1.61643108e+00 2.44434111e-17)
54.9938621213808716	p               	-6.55079644e+00	(9.06779902e-01 6.14254058e-01 0.00000000e+00)	2.10206179e+00	(-2.15733081e+00 -1.66357530e-01 0.00000000e+00)
55.0121460709429186	U               	(4.10444141e-01 -1.81155227e+00 -3.70846851e-18)	(1.93836399e+00 7.60821669e-01 9.97225979e-18)	(3.45007737e+00 1.01016334e+00 1.00177187e-18)	(-9.26181921e-01 1.57596595e+00 -1.45173688e-17)
55.0121460709429186	p               	-6.58080099e+00	(9.22136918e-01 6.14254148e-01 -2.33314802e-17)	2.10214238e+00	(-2.14203639e+00 -1.66357674e-01 0.00000000e+00)
55.0302200441791456	U               	(-1.46639970e+00 -1.74059788e+00 -1.23428063e-18)	(1.54924796e+00 2.70727120e-01 0.00000000e+00)	(3.41382126e+00 9.48720532e-01 3.57200104e-19)	(2.32414690e+00 -1.85730182e+00 2.32601418e-17)
55.0302200441791456	p               	-6.64499582e+00	(1.38338459e-01 5.74617763e-01 0.00000000e+00)	2.10182223e+00	(-2.12690268e+00 -1.66357599e-01 0.00000000e+00)
55.0481007405550997	U               	(4.40428150e-01 -1.83758312e+00 -4.51688084e-18)	(1.96864015e+00 7.60821779e-01 0.00000000e+00)	(3.24932015e+00 2.02687402e-01 1.58911642e-18)	(2.48287112e+01 5.40560094e-01 -3.20999732e-17)
55.0481007405550997	p               	-6.73810964e+00	(1.53370875e-01 5.74617769e-01 2.64486012e-17)	2.10262696e+00	(-2.19621324e+00 -1.76335341e-01 1.41865002e-17)
55.0658029984139432	U               	(1.63764468e-01 -1.96343682e+00 -3.21394947e-18)	(1.73850035e+00 6.90656692e-01 -1.25966362e-17)	(3.18449993e+00 1.23015116e+00 4.00660286e-19)	(2.70985628e+00 -1.66666266e+00 0.00000000e+00)
55.0658029984139432	p               	-6.82699141e+00	(1.68296594e-01 5.74617768e-01 -1.36157978e-17)	2.10397301e+00	(-2.18134199e+00 -1.76335241e-01 0.00000000e+00)
55.0833416513499756	U               	(4.71119552e-01 -1.86210676e+00 -2.01786922e-18)	(1.99770267e+00 7.60821716e-01 9.97606894e-18)	(3.35017457e+00 1.15480739e+00 3.78246406e-19)	(2.50519123e+00 -1.66729790e+00 0.00000000e+00)
55.0833416513499756	p               	-6.91201137e+00	(1.83128833e-01 5.74617772e-01 0.00000000e+00)	2.10490649e+00	(-2.16649946e+00 -1.76335339e-01 0.00000000e+00)
55.1007296126279655	U               	(-1.66580435e-01 -1.54074254e+00 -1.30865536e-18)	(1.43283110e+00 5.94556926e-01 -3.21707759e-17)	(3.71901715e+00 3.61047313e-01 1.22133344e-18)	(-1.85569091e-01 1.70757806e+00 2.23866421e-17)
55.1007296126279655	p               	-6.99494155e+00	(1.97874210e-01 5.74617771e-01 0.00000000e+00)	2.10622725e+00	(-2.15181619e+00 -1.76335231e-01 -1.41809059e-17)
55.1179789750174933	U               	(-5.13878025e-01 -1.95939702e+00 -2.55882754e-18)	(1.82764187e+00 4.96331351e-01 3.70642879e-17)	(3.49474361e+00 8.91184454e-01 7.61583959e-19)	(-7.12641911e-01 1.58478733e+00 1.37666568e-17)
55.1179789750174933	p               	-7.07467709e+00	(2.12543271e-01 5.74617774e-01 -1.36160208e-17)	2.10756835e+00	(-2.13714248e+00 -1.76335329e-01 -2.28331418e-17)
55.1350999670389967	U               	(-9.47912510e-01 -1.71948852e+00 -1.45942045e-18)	(2.12292395e+00 3.29315891e-01 -3.15816098e-17)	(3.76836443e+00 4.76974148e-01 1.22989195e-18)	(-2.91654361e-01 1.73946581e+00 0.00000000e+00)
55.1350999670389967	p               	-7.15118469e+00	(2.27141199e-01 5.74617774e-01 -2.72322554e-17)	2.10914317e+00	(-2.12259616e+00 -1.76335277e-01 -1.41785338e-17)
55.1521029046536739	U               	(1.03067389e+00 -2.00506034e+00 -3.12560544e-18)	(1.75035648e+00 8.80632850e-01 -2.44066028e-17)	(3.44750030e+00 6.70463213e-01 9.80485278e-19)	(-7.02337413e-01 1.96917506e+00 0.00000000e+00)
55.1521029046536739	p               	-7.22555498e+00	(2.41676126e-01 5.74617775e-01 1.36160890e-17)	2.11019339e+00	(-2.10806350e+00 -1.76335349e-01 2.99182852e-17)
55.1689968890359665	U               	(-6.69670292e-01 -1.88603384e+00 -2.54235440e-18)	(1.63953620e+00 4.49460652e-01 -6.63696834e-17)	(3.35775517e+00 1.16307437e+00 7.04399436e-19)	(2.57671160e+00 -1.66729811e+00 0.00000000e+00)
55.1689968890359665	p               	-7.29808811e+00	(2.56153206e-01 5.74617775e-01 0.00000000e+00)	2.11118433e+00	(-2.09366927e+00 -1.76335269e-01 0.00000000e+00)
55.1857910532598197	U               	(4.36208678e-01 -2.05186791e+00 -3.00573807e-18)	(1.95998603e+00 7.25099421e-01 0.00000000e+00)	(3.21612975e+00 1.25050489e+00 1.12971161e-18)	(-9.98705616e-01 1.44381655e+00 0.00000000e+00)
55.1857910532598197	p               	-7.36557196e+00	(2.70579948e-01 5.74617775e-01 1.36161642e-17)	2.11263868e+00	(-2.07924271e+00 -1.76335316e-01 -1.57356597e-17)
55.2024932942138022	U               	(1.07043445e+00 -2.04404496e+00 -1.77553273e-18)	(1.79329043e+00 8.80632922e-01 2.44144886e-17)	(3.62075818e+00 8.64739408e-01 5.55844816e-19)	(-6.44782737e-01 1.67569100e+00 0.00000000e+00)
55.2024932942138022	p               	-7.43001616e+00	(2.84960490e-01 5.74617774e-01 -2.72325957e-17)	2.11385972e+00	(-2.06494097e+00 -1.76335244e-01 0.00000000e+00)
55.2191120900555958	U               	(3.34054745e-01 -2.08526379e+00 -3.33891945e-18)	(1.86865184e+00 6.90656748e-01 1.18273405e-17)	(3.14776809e+00 1.31300659e+00 2.80355555e-19)	(2.74086535e+00 -1.46669314e+00 0.00000000e+00)
55.2191120900555958	p               	-7.49274770e+00	(2.99302024e-01 5.74617775e-01 -1.36162500e-17)	2.11457203e+00	(-2.05060748e+00 -1.76335319e-01 0.00000000e+00)
55.235655182095087	U               	(-1.11546889e-01 -1.84542633e+00 -2.29201953e-18)	(2.17658960e+00 5.46750057e-01 3.15553163e-17)	(3.56093631e+00 9.73436357e-01 1.42783397e-18)	(-7.47551445e-01 1.66645647e+00 -1.33725022e-17)
55.235655182095087	p               	-7.55107519e+00	(3.13608736e-01 5.74617775e-01 1.36163951e-17)	2.11635911e+00	(-2.03636911e+00 -1.76335276e-01 3.69776395e-17)
55.2521307275747162	U               	(-3.29762613e-01 -2.07198892e+00 -2.89500575e-18)	(1.94241476e+00 4.96331463e-01 -3.78675879e-17)	(3.05734123e+00 1.42834165e+00 2.19819544e-19)	(2.98729721e+00 -1.46596217e+00 0.00000000e+00)
55.2521307275747162	p               	-7.60690019e+00	(3.27887954e-01 5.74617776e-01 0.00000000e+00)	2.11770552e+00	(-2.02209828e+00 -1.76335343e-01 0.00000000e+00)
55.2685456190136151	U               	(1.12208418e+00 -2.09208721e+00 -1.06328657e-18)	(1.85016479e+00 8.80632935e-01 -1.26008108e-17)	(3.79492013e+00 5.68004539e-01 1.11082810e-18)	(-3.14449146e-01 1.76030933e+00 -7.80404648e-19)
55.2685456190136151	p               	-7.65990632e+00	(3.42142768e-01 5.74617774e-01 -2.72329228e-17)	2.11881251e+00	(-2.00789643e+00 -1.76335248e-01 2.28064569e-17)
55.2849077181867372	U               	(-5.83542983e-01 -1.83197956e+00 -1.66658028e-18)	(1.63006534e+00 4.27276824e-01 0.00000000e+00)	(3.68585852e+00 6.22780481e-01 1.27881580e-18)	(-4.36101465e-01 1.86775715e+00 3.12109131e-17)
55.2849077181867372	p               	-7.70874878e+00	(3.56380747e-01 5.74617774e-01 0.00000000e+00)	2.12002968e+00	(-1.99367064e+00 -1.76335309e-01 0.00000000e+00)
55.3012240614199229	U               	(-8.73618936e-01 -2.00907965e+00 -1.45398521e-18)	(2.01369666e+00 2.98953417e-01 -4.98126497e-17)	(3.36137009e+00 1.17115104e+00 3.79884707e-19)	(2.68922980e+00 -1.66729878e+00 0.00000000e+00)
55.3012240614199229	p               	-7.75483012e+00	(3.70604528e-01 5.74617774e-01 0.00000000e+00)	2.12125781e+00	(-1.97954025e+00 -1.76335205e-01 2.98774167e-17)
55.3175024502560575	U               	(1.39297026e+00 -1.81082777e+00 -3.87493855e-18)	(2.25583736e+00 1.01733873e+00 -2.91302161e-17)	(3.87346752e+00 4.11909134e-01 4.76820120e-19)	(-1.34303604e-01 1.73946591e+00 -2.31684833e-17)
55.3175024502560575	p               	-7.79694608e+00	(3.84823051e-01 5.74617776e-01 -2.80156232e-17)	2.12227696e+00	(-1.96530336e+00 -1.76335274e-01 0.00000000e+00)
55.3337496892076075	U               	(-3.35399458e-01 -2.12011156e+00 -3.97150552e-18)	(1.89501401e+00 4.72468647e-01 0.00000000e+00)	(3.23064213e+00 1.26624544e+00 4.46326935e-20)	(2.93640346e+00 -1.66666363e+00 0.00000000e+00)
55.3337496892076075	p               	-7.83659396e+00	(3.99038706e-01 5.74617773e-01 -1.36168947e-17)	2.12366977e+00	(-1.95117544e+00 -1.76335152e-01 2.27930172e-17)
55.3499730513380186	U               	(-6.17593785e-01 -1.83327208e+00 -2.53855071e-18)	(2.30755364e+00 3.29315934e-01 -3.16222605e-17)	(3.38654694e+00 1.18240378e+00 8.38687604e-19)	(-9.06518476e-01 1.61643110e+00 -2.50993158e-17)
55.3499730513380186	p               	-7.87376779e+00	(4.13259141e-01 5.74617776e-01 2.80159230e-17)	2.12415298e+00	(-1.93694324e+00 -1.76335242e-01 -1.57164969e-17)
55.3661788214610269	U               	(-1.25491315e+00 -1.95544605e+00 -1.67357937e-18)	(2.08335035e+00 9.98396198e-02 0.00000000e+00)	(3.52007379e+00 1.09040528e+00 7.50101013e-19)	(-7.64191092e-01 1.64666040e+00 -2.51329066e-17)
55.3661788214610269	p               	-7.90748229e+00	(4.27487214e-01 5.74617773e-01 1.36169305e-17)	2.12504044e+00	(-1.92279626e+00 -1.76335152e-01 3.06439209e-17)
55.3823738426825471	U               	(6.24941316e-01 -2.16447888e+00 -2.78076681e-18)	(2.12963301e+00 7.25099479e-01 3.41893869e-17)	(3.60364495e+00 9.09123298e-01 2.34866077e-19)	(-6.31811217e-01 1.76030941e+00 0.00000000e+00)
55.3823738426825471	p               	-7.93805844e+00	(4.41729229e-01 5.74617776e-01 1.51815605e-17)	2.12591630e+00	(-1.90856374e+00 -1.76335270e-01 -2.98625045e-17)
55.3985640960146952	U               	(1.64193463e-01 -1.72653747e+00 -3.57260627e-18)	(2.44854698e+00 5.73374527e-01 -2.92152088e-17)	(3.53610371e+00 1.09446083e+00 6.83488941e-19)	(-7.35772212e-01 1.64666043e+00 -1.25657092e-17)
55.3985640960146952	p               	-7.96768115e+00	(4.55988786e-01 5.74617774e-01 0.00000000e+00)	2.12774606e+00	(-1.87658488e+00 -2.92718226e-01 0.00000000e+00)
55.4147556816406066	U               	(-7.44513046e-01 -1.31105730e+00 -1.52810604e-18)	(2.67293668e+00 1.17982804e-01 0.00000000e+00)	(3.24195046e+00 1.27546687e+00 5.40635782e-19)	(3.00634162e+00 -1.66666410e+00 0.00000000e+00)
55.4147556816406066	p               	-7.99472733e+00	(4.70271539e-01 5.74617777e-01 2.64517946e-17)	2.13033184e+00	(-1.86229208e+00 -2.92718330e-01 0.00000000e+00)
55.4309541968218227	U               	(-1.36830668e+00 -1.94186118e+00 -7.20381524e-19)	(1.79389799e+00 8.59553094e-02 -3.23781697e-17)	(3.24458077e+00 1.27675498e+00 4.81403816e-19)	(3.01940594e+00 -1.66666422e+00 0.00000000e+00)
55.4309541968218227	p               	-8.01831336e+00	(4.84579586e-01 5.74617775e-01 -1.43997983e-17)	2.13290611e+00	(-1.84808809e+00 -2.92718240e-01 -2.98106862e-17)
55.4471655519528497	U               	(-1.20925959e+00 -2.04257996e+00 -1.23999167e-18)	(2.03446571e+00 9.50416761e-02 0.00000000e+00)	(3.14662759e+00 1.45752756e+00 4.74894694e-19)	(-1.02909111e+00 1.44256210e+00 0.00000000e+00)
55.4471655519528497	p               	-8.03996254e+00	(4.98920496e-01 5.74617779e-01 0.00000000e+00)	2.13556342e+00	(-1.83376821e+00 -2.92718413e-01 2.27471787e-17)
55.463394818323863	U               	(-1.10104791e+00 -2.02170874e+00 -1.42369620e-18)	(2.16798015e+00 9.98397061e-02 0.00000000e+00)	(3.68129946e+00 9.92183243e-01 1.53296576e-18)	(-5.48561126e-01 1.66645668e+00 4.95723304e-17)
55.463394818323863	p               	-8.05855676e+00	(5.13295724e-01 5.74617773e-01 1.36176427e-17)	2.13834341e+00	(-1.81950043e+00 -2.92718297e-01 -2.27390452e-17)
55.4796479755086267	U               	(-1.15637878e+00 -2.06730655e+00 -1.34615518e-18)	(2.06293636e+00 9.50417039e-02 0.00000000e+00)	(3.42876102e+00 1.27294656e+00 7.21318509e-19)	(-7.66817464e-01 1.52854971e+00 0.00000000e+00)
55.4796479755086267	p               	-8.07554229e+00	(5.27711222e-01 5.74617776e-01 -1.28353526e-17)	2.14058396e+00	(-1.80512702e+00 -2.92718468e-01 2.27362728e-17)
55.4959299923446778	U               	(-6.66234379e-01 -2.18355761e+00 -1.27839526e-18)	(2.06444063e+00 2.84583014e-01 -2.66857531e-17)	(3.45504449e+00 1.20477098e+00 7.05455594e-19)	(-7.78385914e-01 1.61643128e+00 -1.33221267e-17)
55.4959299923446778	p               	-8.09477714e+00	(4.94401446e-01 6.40292600e-01 -1.36331840e-17)	2.14300613e+00	(-1.79088639e+00 -2.92718402e-01 1.41058951e-17)
55.5122464584496029	U               	(-5.43885237e-01 -2.15945419e+00 -1.77336820e-18)	(2.19768907e+00 2.98953428e-01 0.00000000e+00)	(3.31750767e+00 1.38122799e+00 6.21360414e-19)	(-8.56618049e-01 1.49026125e+00 1.36667402e-17)
55.5122464584496029	p               	-8.11473796e+00	(5.08908330e-01 6.40292603e-01 -2.80485039e-17)	2.14449938e+00	(-1.77640865e+00 -2.92718478e-01 0.00000000e+00)
55.5286022382835824	U               	(-6.16281779e-01 -2.21068150e+00 -2.57919938e-18)	(2.09299616e+00 2.84583022e-01 0.00000000e+00)	(3.80161099e+00 8.65612815e-01 8.92849590e-19)	(-3.59658259e-01 1.67569132e+00 1.26173910e-17)
55.5286022382835824	p               	-8.13292446e+00	(5.23465044e-01 6.40292601e-01 0.00000000e+00)	2.14705764e+00	(-1.76195503e+00 -2.92718291e-01 -2.27105154e-17)
55.54500317559895	U               	(-4.94497263e-01 -2.18380487e+00 -2.36332784e-18)	(2.22620269e+00 2.98953415e-01 0.00000000e+00)	(3.50439920e+00 9.98989224e-01 4.18135233e-19)	(2.76144665e+00 -1.85730485e+00 0.00000000e+00)
55.54500317559895	p               	-8.14859655e+00	(5.38079008e-01 6.40292603e-01 0.00000000e+00)	2.14973553e+00	(-1.74737870e+00 -2.92718411e-01 -7.04883983e-18)
55.5614540802241237	U               	(-1.02417681e+00 -2.12921825e+00 -2.49288597e-18)	(2.13427710e+00 9.50417484e-02 0.00000000e+00)	(4.04340114e+00 2.94162001e-01 1.21864844e-18)	(8.00195549e-02 1.73946614e+00 0.00000000e+00)
55.5614540802241237	p               	-8.16637473e+00	(5.52751187e-01 6.40292601e-01 1.28516384e-17)	2.15021632e+00	(-1.73279244e+00 -2.92718244e-01 6.65426024e-17)
55.5779608336069373	U               	(-5.40681761e-01 -2.25129944e+00 -2.72797443e-18)	(2.13668574e+00 2.84582959e-01 -1.37450942e-17)	(3.29888046e+00 1.19951013e+00 1.34141235e-18)	(-8.64973650e-01 1.66485429e+00 3.37073552e-17)
55.5779608336069373	p               	-8.17988784e+00	(5.67489350e-01 6.40292604e-01 0.00000000e+00)	2.15147228e+00	(-1.71805739e+00 -2.92718330e-01 0.00000000e+00)
55.5945284303592899	U               	(-3.32572203e-01 -2.10150649e+00 -1.40593106e-18)	(2.39261802e+00 3.13857900e-01 -1.17207828e-17)	(3.89194187e+00 5.70275520e-01 1.41520600e-18)	(-1.64452754e-01 1.86775757e+00 -1.06615921e-17)
55.5945284303592899	p               	-8.19188577e+00	(5.82293937e-01 6.40292601e-01 1.28517240e-17)	2.15339548e+00	(-1.79046296e+00 -3.09902262e-01 1.28194596e-17)
55.6111629530919629	U               	(-3.94997947e-01 -2.23070338e+00 -1.55459958e-18)	(2.28486004e+00 2.98953410e-01 0.00000000e+00)	(3.86267155e+00 1.31298406e-01 1.33197956e-18)	(1.79315414e-01 2.03909111e+00 0.00000000e+00)
55.6111629530919629	p               	-8.20304121e+00	(5.97172596e-01 6.40292598e-01 0.00000000e+00)	2.15527838e+00	(-1.77561380e+00 -3.09902358e-01 0.00000000e+00)
55.6278693813975735	U               	(-9.39165971e-01 -1.77441030e+00 -1.20642987e-18)	(2.56394027e+00 -1.09975570e-01 -2.17142587e-17)	(3.11145811e+00 1.34495730e+00 3.87128569e-19)	(3.41496210e+00 -1.66600708e+00 1.35897858e-17)
55.6278693813975735	p               	-8.21216210e+00	(6.12126418e-01 6.40292596e-01 0.00000000e+00)	2.15791502e+00	(-1.76077000e+00 -3.09902230e-01 0.00000000e+00)
55.6446538489321441	U               	(2.79919404e-01 -2.22560656e+00 -1.79697572e-18)	(2.40696066e+00 5.21080976e-01 0.00000000e+00)	(3.33545645e+00 1.13624424e+00 4.90473019e-19)	(-4.80863975e-01 1.47090530e+00 2.28376684e-17)
55.6446538489321441	p               	-8.22129251e+00	(6.27162743e-01 6.40292596e-01 -1.36338831e-17)	2.15921576e+00	(-1.74576105e+00 -3.09902334e-01 2.64072043e-17)
55.6615215950381881	U               	(-4.99905700e-01 -2.28956030e+00 -2.23974260e-18)	(2.09642289e+00 2.70727274e-01 -1.41409614e-17)	(3.33822236e+00 1.21076135e+00 1.58469674e-18)	(-7.90906485e-01 1.66485442e+00 0.00000000e+00)
55.6615215950381881	p               	-8.22760827e+00	(6.42282528e-01 6.40292594e-01 0.00000000e+00)	2.16106887e+00	(-1.73081349e+00 -3.09902145e-01 0.00000000e+00)
55.6784788527499472	U               	(-1.25004045e+00 -2.10844728e+00 -9.90882635e-19)	(2.12367016e+00 -9.04140005e-02 0.00000000e+00)	(3.67548885e+00 1.03563812e+00 3.28573783e-19)	(-3.45706992e-01 1.57596668e+00 0.00000000e+00)
55.6784788527499472	p               	-8.23333187e+00	(6.57494088e-01 6.40292594e-01 0.00000000e+00)	2.16280213e+00	(-1.71562994e+00 -3.09902268e-01 1.43668957e-17)
55.69553090442421	U               	(-7.30389924e-01 -2.17582867e+00 -1.79603646e-18)	(2.37239341e+00 9.98396933e-02 1.27240015e-17)	(3.40355877e+00 1.32309747e+00 1.20278674e-18)	(-7.26515933e-01 1.57596565e+00 0.00000000e+00)
55.69553090442421	p               	-8.24476665e+00	(6.20014262e-01 7.02007817e-01 -2.69360439e-17)	2.16454162e+00	(-1.70049999e+00 -3.09902090e-01 -7.80537589e-19)
55.7126843809578247	U               	(-9.62137905e-01 -1.98791938e+00 -9.39329236e-19)	(2.51106458e+00 -1.04814344e-01 1.17539940e-17)	(3.90975779e+00 8.56116799e-01 1.02314278e-18)	(-1.95735459e-01 1.67569165e+00 2.52276995e-17)
55.7126843809578247	p               	-8.25892171e+00	(6.35419012e-01 7.02007816e-01 2.69359554e-17)	2.16570503e+00	(-1.68512923e+00 -3.09902235e-01 -1.35786257e-17)
55.729944789845014	U               	(3.77702848e-01 -2.25880939e+00 -4.15521650e-18)	(2.48138548e+00 5.21080899e-01 0.00000000e+00)	(3.91955851e+00 8.54734671e-01 1.20485144e-18)	(-1.80574443e-01 1.67569169e+00 0.00000000e+00)
55.729944789845014	p               	-8.30429357e+00	(3.24512137e-01 9.39341104e-01 0.00000000e+00)	2.16735378e+00	(-1.64128222e+00 -4.31212827e-01 2.71206041e-17)
55.747319131555976	U               	(-5.32782278e-01 -1.97047823e+00 -1.48558017e-18)	(2.66939989e+00 1.09976823e-01 -1.08735784e-17)	(3.26032287e+00 1.41018301e+00 1.86007300e-18)	(-6.15714799e-01 1.40762784e+00 0.00000000e+00)
55.747319131555976	p               	-8.36049378e+00	(3.40129606e-01 9.39341105e-01 1.43787651e-17)	2.17059175e+00	(-1.62565361e+00 -4.31212893e-01 1.43414382e-17)
